"V" "Group"
0.911373403261187 2
1.19916105266438 2
1.14993275612793 2
1.03785017440877 2
0.945066757756453 2
0.941014306137667 2
1.10600780007646 2
0.872011076409431 2
0.947304466558158 2
1.12222520859179 2
1.1207699248955 2
0.907911508532915 2
0.930954901461485 2
1.07414627317368 2
1.10803989123391 2
1.27308615379265 2
1.01595448571264 2
1.17709048492114 2
1.18662255065942 2
0.942370045111431 2
1.01159829325681 2
1.05354313858329 2
1.08923279730386 2
0.896174030816237 2
0.920660276013628 2
1.24662547311174 2
1.0960237257754 2
0.975211677364345 2
1.08391462854813 2
1.14202043577611 2
1.15076139560679 2
0.977172176204494 2
1.03780222769451 2
1.02678886110117 2
0.905038421243156 2
0.974485825794595 2
0.896832641096066 2
1.02394037625365 2
1.02218291001825 2
0.941127363580958 2
1.12100227942009 2
1.12716637690212 2
1.12536190205464 2
1.19944797667844 2
0.960266844486144 2
0.997702251286206 2
1.15111483477704 2
0.881502414330346 2
1.14368985429157 2
1.01317240129087 2
0.991835222224822 2
1.13904061484764 2
1.06640685140182 2
1.21383657830674 2
1.03657865982602 2
0.823564404473636 2
1.18760825683924 2
1.15773724060052 2
1.09153648623397 2
1.04719925468796 2
1.07352893413162 2
1.06579936662062 2
0.993038302897388 2
1.03107826818116 2
0.972275425421097 2
1.08478957106449 2
0.97716948087699 2
0.893445124417949 2
1.03979242739225 2
0.99841326125958 2
1.05817476907747 2
0.997165015343412 2
0.951665700784254 2
1.08763180376141 3
1.17894053827741 3
1.03789945032925 3
0.891855937221263 3
0.84168731317886 3
0.744987488855763 3
1.13613855783083 3
1.15966779013435 3
1.00055872022881 3
0.869770355126987 3
0.897566772838196 3
0.994227028500279 3
1.00722036763285 3
0.9105602071847 3
0.926000046856665 3
1.07109104472286 3
0.922142599381013 3
0.888995683499602 3
0.989348420323137 3
0.922307205712728 3
0.875521344822718 3
0.989597683306316 3
0.854052852295551 3
1.0074935413958 3
0.950157942655087 3
1.03253368837539 3
0.911897371345528 3
0.963030596192007 3
0.784376497777418 3
1.03065337533542 3
1.00268289717996 3
0.963914482296477 3
0.820199328357654 3
1.04760734240674 3
1.13464372091933 3
1.06103254434118 3
0.883928250795166 3
0.958140447791969 3
0.931295760628334 3
0.919092458777294 3
0.885833662554762 3
1.09899460721421 3
0.949058596519274 3
0.904267205710121 3
0.886831881763945 3
0.972263381136089 3
1.01856828717707 3
0.971312504409619 3
0.927667737260302 3
0.975113448331 3
1.01155298597909 3
0.847571328927179 3
0.913650200474118 3
1.13713997831146 3
0.996329649523674 3
1.02376139223362 3
0.894908303361918 3
1.03441018980112 3
1.02281849991437 3
0.895025173934658 3
0.958885326811747 3
0.721373841128152 3
1.07510916848646 3
1.01863934764165 3
1.02734245240314 3
0.989867116396921 3
0.950533103511566 3
0.961294080603008 3
1.07164240403817 3
0.936160997559831 3
0.870569986115737 3
0.84585389509014 3
1.08236465701718 3
0.983470386572435 3
0.967869893798165 3
0.937405455412559 3
0.918361266874684 3
0.88718530522862 3
0.92439381083143 3
0.946243272433288 3
0.888965094726296 3
1.03440162338427 3
1.11481074995592 3
1.0239711350228 3
0.869767852239101 3
0.904449373376571 3
0.831956057198287 3
0.925783800177182 3
1.22072885301536 3
1.13274106103019 3
0.93202887492729 3
0.935927305129937 3
0.757132336629462 3
1.04409457468834 3
1.07188382728383 3
1.05189378484832 3
1.09490022440771 3
0.946024991234828 3
1.06456344581839 3
0.978755462798587 3
1.07965535273685 4
1.00178354543852 4
1.04828841694189 4
1.01689815933631 4
1.0815190121039 4
1.00594042586154 4
1.11673744206543 4
1.12022096735433 4
0.832254808673619 4
0.905258834427019 4
0.902637086955101 4
1.02346658265133 4
1.04475628602985 4
1.08023726497579 4
0.9627132977273 4
1.09509888507582 4
1.13298365411351 4
1.07486088090736 4
1.10672694067047 4
1.09373485478337 4
1.15189452858346 4
0.985939085882788 4
1.13837035259239 4
0.876145310159969 4
0.909698611965332 4
1.02055974627961 4
0.913094416119209 4
1.10925679921582 4
1.05932350496891 4
1.00527600465608 4
1.05394627426598 4
1.18584477864533 4
1.00694021521775 4
0.886155704721382 4
0.999323909559793 4
0.911678376322189 4
0.983647045591909 4
0.959116341959203 4
1.12400243346609 4
0.924909603797172 4
0.941501868818134 4
1.04244784333348 4
1.07166458360413 4
1.15932814187142 4
1.05168918424672 4
1.05553134768984 4
0.944606551406675 4
1.00308772387654 4
0.944988801590033 4
1.05557276644138 4
0.904316865065646 4
1.01217831333602 4
1.14583650537385 4
0.817427562220126 4
0.774344647659336 4
1.16893809922832 4
0.946556190246127 4
1.03695079544269 4
1.0789060913697 4
1.08061571101231 4
1.03943691342925 4
1.02991180122446 4
1.02103101455917 4
0.858074180494475 4
0.998108817973075 4
1.01943381531985 4
1.12469778797674 4
1.00813837515383 4
0.921800719812057 4
1.09470963620384 4
1.02848894138824 4
1.10405571193996 4
0.879565675046638 4
1.06278290344614 4
0.961227390555688 4
0.912968989796501 4
1.04340308309945 4
1.1578051731076 4
0.934748051929213 4
0.917652199924775 4
0.966977926639607 4
1.04799810038085 4
1.04760434626699 4
0.943083798343054 4
0.948969072419112 4
0.955889730552821 4
0.930896102067433 4
0.944608125699024 4
0.97337326445394 4
1.28832050646135 4
1.11216820593966 4
1.10699069027487 4
0.985290357248565 4
1.03796598966642 4
1.01896213571406 4
1.09986892295164 4
1.05620884875923 4
0.995702018732848 4
0.960341000783258 4
1.00091145559174 4
1.02911172199112 5
1.15822699381338 5
1.05451755921968 5
0.99311745495862 5
0.886491934581619 5
1.11487269774164 5
0.983957345062462 5
0.946895984388732 5
1.14376425143306 5
1.04701844251473 5
0.862600457386908 5
1.30029564847011 5
0.994355360021926 5
0.817136606053828 5
0.955578069052366 5
0.870301055286403 5
1.0735812512118 5
0.940782557810088 5
0.978373692164215 5
0.833845559256383 5
0.950303877668668 5
1.09246994919905 5
0.968671729556136 5
0.923303930925327 5
1.14415830669326 5
1.04692269097906 5
1.03548131352744 5
0.936394184198047 5
0.909378447947043 5
1.2260699872578 5
0.985100065800358 5
0.872412521022491 5
0.937091852453195 5
1.01925561233336 5
1.12779530876024 5
0.938739507704934 5
1.04358224087249 5
0.939295348741062 5
1.06007004502784 5
1.02407213898971 5
1.07313009247063 5
1.11677268105382 5
0.963063266415025 5
1.02016267642292 5
1.16734696124698 5
1.15592606791041 5
1.10502523807291 5
0.900304305125308 5
0.965668086761079 5
1.11236438078889 5
1.0664401119609 5
0.949471984177532 5
1.1525089835375 5
0.837894214712619 5
0.998933057167111 5
1.00925478294699 5
1.03261579236316 5
1.01915039980488 5
1.00278652433917 5
1.12671186207698 5
1.05771802589757 5
1.11248985023452 5
0.967466446449274 5
0.958609237994148 5
0.846548202583953 5
1.11023667516498 5
1.07498721386664 5
0.961567971626811 5
1.07739752124705 5
0.860590369192394 5
1.09325779453887 5
0.921472166672884 5
0.91593722894625 5
0.863805853504675 5
1.11473345218721 5
0.877448365745697 5
1.12004893606736 5
1.14530312483365 5
1.05645243604944 5
0.945540652157123 5
1.09289801827141 5
0.941754725314311 5
1.06042580553751 5
0.982719651881391 5
0.975620452272508 5
1.01728941286184 5
1.15965991633438 5
0.988187178938024 5
1.08172807298468 5
0.93787970020346 5
1.07234338266321 5
1.11099441815337 5
1.08892180652211 5
0.961574327974499 5
0.994923133952581 5
0.905542648673867 5
0.888398867711995 5
0.940138994490895 5
0.958975703783895 5
1.10240709034103 5
